ID_REF	VALUE
8100574	2.133
8100576	2.176
8100578	7.187
8100599	3.499
8100601	3.502
8100603	7.164
8100615	7.380
8100655	2.892
8100664	3.105
8100675	2.999
8100688	2.724
8100699	3.561
8100701	2.749
8100714	7.693
8100734	2.438
8100737	2.773
8100746	2.773
8100754	3.772
8100756	3.441
8100758	3.076
8100760	2.735
8100768	2.836
8100782	6.859
8100784	2.742
8100791	2.701
8100798	3.633
8100808	2.771
8100819	2.836
8100827	3.100
8100832	3.060
8100834	8.001
8100851	4.639
8100853	3.100
8100868	2.335
8100870	5.515
8100893	7.183
8100902	9.152
8100941	6.881
8100943	2.721
8100960	2.426
8100962	6.513
8100964	3.970
8100966	3.981
8100971	3.597
8100977	4.835
8100984	4.275
8100990	3.123
8100994	4.140
8101000	4.821
8101002	4.064
8101011	3.225
8101013	6.775
8101031	7.547
8101043	8.879
8101061	6.358
8101063	3.032
8101065	3.707
8101086	6.777
8101099	7.616
8101118	2.580
8101126	2.586
8101131	3.575
8101141	4.507
8101143	6.167
8101158	9.345
8101174	4.158
8101203	2.822
8101207	4.548
8101210	4.824
8101212	10.972
8101224	5.670
8101226	2.513
8101228	6.838
8101235	2.407
8101237	5.769
8101253	3.673
8101256	2.901
8101260	5.781
8101284	5.792
8101304	6.477
8101322	3.242
8101324	9.995
8101340	8.814
8101357	4.412
8101359	3.909
8101366	9.492
8101376	9.708
8101411	6.993
8101427	2.833
8101429	4.654
8101437	6.398
8101449	4.357
8101467	5.719
8101489	5.207
8101501	3.198
8101507	4.564
8101511	9.144
8101585	4.172
8101587	11.007
8101607	5.809
8101609	4.335
8101616	3.899
8101622	10.004
8101624	6.673
8101637	4.493
8101648	7.786
8101657	4.668
8101659	11.725
8101673	4.522
8101675	7.084
8101697	2.535
8101699	5.841
8101701	7.828
8101716	2.170
8101718	8.834
8101721	3.534
8101723	8.340
8101728	7.281
8101757	6.940
8101762	11.379
8101774	10.408
8101778	3.653
8101780	5.091
8101788	7.684
8101810	3.609
8101814	3.172
8101816	4.199
8101828	9.220
8101839	3.978
8101844	7.534
8101852	2.794
8101862	2.723
8101874	3.832
8101881	3.798
8101893	3.072
8101904	2.960
8101916	4.751
8101925	7.774
8101934	7.830
8101945	7.342
8101952	5.579
8101957	4.974
8101971	10.913
8101990	3.310
8101992	6.783
8102004	2.938
8102006	5.863
8102024	7.008
8102037	4.875
8102039	4.019
8102050	8.812
8102065	5.571
8102076	3.342
8102127	4.213
8102135	6.764
8102141	6.259
8102160	3.255
8102162	6.361
8102171	8.449
8102200	5.572
8102210	3.715
8102212	4.070
8102214	8.113
8102230	4.248
8102232	6.619
8102247	5.595
8102249	8.152
8102263	5.161
8102305	3.518
8102307	2.993
8102311	3.636
8102321	7.389
8102328	3.620
8102342	7.405
8102350	5.128
8102352	3.685
8102362	4.244
8102368	3.995
8102371	5.374
8102389	5.226
8102404	2.309
8102406	2.256
8102408	2.453
8102410	7.381
8102415	9.023
8102440	5.157
8102450	3.493
8102464	4.780
8102468	4.983
8102482	6.839
8102513	3.475
8102518	7.107
8102523	2.681
8102530	7.113
8102532	4.383
8102560	4.764
8102567	5.919
8102587	4.734
8102592	3.134
8102594	3.694
8102606	3.371
8102608	2.305
8102610	5.166
8102619	8.848
8102636	7.441
8102643	5.275
8102655	8.269
8102678	4.753
8102695	4.244
8102697	2.659
8102707	3.129
8102713	5.746
8102720	6.935
8102726	2.137
8102728	4.739
8102730	7.550
8102743	4.151
8102745	8.137
8102751	6.798
8102775	2.523
8102777	3.081
8102779	2.698
8102781	3.955
8102783	5.976
8102785	2.148
8102787	11.633
8102789	7.283
8102792	5.703
8102800	8.933
8102817	7.048
8102829	2.504
8102831	4.446
8102839	7.109
8102848	8.254
8102858	3.733
8102860	8.767
8102862	5.797
8102869	4.118
8102871	5.000
8102875	4.114
8102877	4.686
8102894	2.560
8102904	3.230
8102912	7.779
8102936	4.973
8102938	7.537
8102948	2.474
8102950	7.152
8102979	3.039
8102982	5.831
8102984	5.905
8102986	4.472
8102988	4.085
8102993	2.642
8102998	2.779
8103005	5.268
8103011	6.652
8103023	5.138
8103025	7.718
8103041	2.726
8103043	7.088
8103064	3.543
8103079	7.235
8103092	3.445
8103094	7.569
8103106	7.574
8103166	7.149
8103188	6.986
8103202	3.558
8103204	2.737
8103206	9.302
8103222	9.257
8103226	4.163
8103235	4.703
8103238	2.943
8103240	4.558
8103242	3.516
8103244	6.839
8103254	5.670
8103260	6.181
8103289	8.087
8103309	4.647
8103311	2.879
8103326	2.813
8103341	6.534
8103358	2.388
8103360	4.528
8103362	2.753
8103364	2.348
8103366	2.279
8103368	3.010
8103370	2.115
8103372	2.652
8103374	6.493
8103376	2.632
8103378	2.963
8103389	5.344
8103399	6.267
8103409	3.213
8103411	2.924
8103413	5.026
8103415	8.361
8103431	5.857
8103437	6.369
8103452	2.411
8103458	2.605
8103460	3.471
8103462	2.644
8103464	2.022
8103466	6.762
8103483	4.929
8103485	6.712
8103494	6.398
8103503	3.722
8103508	7.973
8103516	7.063
8103518	7.011
8103520	4.806
8103524	7.115
8103535	6.861
8103538	2.584
8103540	2.373
8103542	2.413
8103544	8.574
8103559	3.720
8103561	2.895
8103563	4.501
8103601	4.342
8103620	2.377
8103622	6.715
8103630	7.855
8103644	4.429
8103646	7.079
8103684	6.802
8103693	2.658
8103695	6.873
8103706	8.226
8103722	7.228
8103725	3.578
8103728	5.323
8103736	7.898
8103743	5.725
8103745	3.652
8103753	5.435
8103755	6.906
8103769	3.411
8103778	7.028
8103789	10.202
8103802	3.473
8103812	3.897
8103822	4.730
8103834	7.488
8103847	3.435
8103849	2.326
8103851	2.221
8103853	4.897
8103859	8.393
8103867	3.251
8103873	5.853
8103875	3.159
8103877	2.913
8103879	2.399
8103881	6.060
8103892	2.877
8103894	6.627
8103904	3.103
8103906	4.217
8103911	8.700
8103922	5.708
8103932	3.348
8103951	7.910
8103975	4.245
8103979	7.666
8103986	6.100
8103998	7.656
8104012	5.750
8104014	4.608
8104022	5.515
8104035	8.740
8104066	5.335
8104068	3.212
8104070	4.676
8104072	4.940
8104074	3.918
8104079	7.619
8104107	3.815
8104115	6.714
8104117	4.735
8104119	6.114
8104122	5.354
8104124	3.328
8104129	5.068
8104131	2.651
8104136	4.719
8104139	7.527
8104141	4.158
8104163	4.220
8104166	9.951
8104180	5.219
8104201	7.863
8104220	5.094
8104234	3.888
8104253	5.257
8104268	4.021
8104281	4.497
8104298	6.814
8104305	3.797
8104307	3.903
8104314	4.593
8104319	4.617
8104321	5.080
8104348	2.988
8104350	7.207
8104369	7.605
8104378	7.887
8104392	2.734
8104394	9.877
8104422	8.661
8104441	3.150
8104443	3.028
8104447	3.542
8104449	8.622
8104461	5.317
8104463	10.652
8104490	5.073
8104492	6.490
8104499	5.546
8104504	2.492
8104506	8.460
8104568	5.976
8104570	5.581
8104580	6.233
8104590	5.691
8104592	6.887
8104599	2.574
8104601	11.216
8104607	4.967
8104609	4.813
8104611	3.040
8104613	4.611
8104615	2.877
8104617	4.091
8104619	2.327
8104621	11.195
8104625	4.046
8104627	2.616
8104632	2.430
8104634	3.567
8104643	4.204
8104648	2.647
8104650	2.520
8104652	2.304
8104654	4.140
8104656	4.359
8104659	2.561
8104661	2.708
8104663	7.720
8104680	7.986
8104693	8.011
8104723	6.754
8104725	4.996
8104727	5.280
8104729	2.350
8104731	4.134
8104738	9.579
8104746	3.099
8104758	3.156
8104760	6.595
8104781	4.489
8104786	3.497
8104788	5.581
8104812	3.989
8104823	2.797
8104825	6.438
8104838	7.572
8104854	3.402
8104856	4.866
8104901	3.336
8104912	7.232
8104926	4.254
8104928	2.906
8104930	9.887
8104944	7.762
8104996	3.582
8104998	6.600
8105013	3.421
8105040	5.261
8105061	2.741
8105063	4.147
8105067	4.306
8105077	3.436
8105084	3.981
8105104	8.946
8105111	5.832
8105121	5.642
8105132	5.079
8105136	7.362
8105144	6.540
8105146	6.454
8105151	3.942
8105153	8.476
8105179	2.556
8105181	8.253
8105189	4.109
8105191	7.385
8105218	2.176
8105220	3.402
8105229	6.544
8105267	6.641
8105300	5.304
8105302	3.623
8105311	7.713
8105318	3.893
8105321	5.450
8105323	4.049
8105328	5.925
8105331	2.868
8105338	2.330
8105340	3.345
8105348	2.713
8105353	8.726
8105384	2.989
8105409	2.396
8105411	3.245
8105432	11.872
8105434	6.234
8105436	6.885
8105456	4.792
8105463	9.231
8105479	2.721
8105481	3.518
8105487	10.155
8105495	7.055
8105499	4.975
8105504	6.884
8105506	9.649
8105517	6.270
8105523	9.503
8105545	7.908
8105577	3.536
8105579	3.797
8105583	2.384
8105585	7.784
8105596	10.062
8105603	2.519
8105605	2.395
8105607	3.172
8105612	6.696
8105629	2.405
8105631	5.993
8105633	7.937
8105645	2.250
8105647	7.021
8105661	3.436
8105663	6.387
8105681	9.594
8105714	6.819
8105731	3.470
8105739	5.082
8105741	7.638
8105778	10.654
8105799	2.772
8105801	6.102
8105828	5.081
8105842	3.179
8105852	5.185
8105862	6.376
8105878	6.444
8105899	3.399
8105908	5.768
8105918	6.434
8105935	5.848
8105937	9.348
8105949	7.233
8105958	7.379
8105970	6.956
8105987	5.528
8105989	5.967
8105991	11.247
8105995	9.956
8105997	7.233
8106006	7.599
8106017	3.232
8106019	2.767
8106025	8.121
8106068	7.002
8106088	4.265
8106096	11.895
8106098	11.900
8106107	6.968
8106120	2.536
8106122	8.799
8106141	7.208
8106168	2.386
8106170	4.869
8106176	3.197
8106181	7.720
8106189	5.078
8106193	6.528
8106210	6.756
8106250	3.861
8106252	7.602
8106271	9.026
8106278	4.059
8106280	8.340
8106303	6.917
8106325	3.317
8106336	6.961
8106350	2.821
8106352	5.850
8106354	4.810
8106393	4.937
8106401	3.214
8106403	4.760
8106411	3.440
8106418	8.005
8106429	7.911
8106448	8.673
8106473	5.750
8106475	10.952
8106477	2.671
8106479	9.873
8106494	4.867
8106504	3.707
8106512	3.065
8106514	3.184
8106516	8.079
8106528	4.178
8106530	5.269
8106532	3.144
8106534	8.213
8106556	5.495
8106573	5.982
8106597	2.848
8106602	7.853
8106626	5.995
8106633	7.588
8106660	9.509
8106689	6.891
8106702	6.311
8106709	7.083
8106720	4.501
8106722	6.633
8106727	5.166
8106730	5.189
8106743	8.488
8106761	5.814
8106763	2.412
8106765	2.490
8106767	2.288
8106769	5.760
8106771	3.184
8106776	8.001
8106784	8.469
8106814	2.310
8106816	6.354
8106818	4.741
8106820	7.137
8106827	6.825
8106919	2.315
8106921	3.163
8106923	8.696
8106929	2.536
8106931	5.690
8106950	3.276
8106960	2.639
8106962	6.260
8106976	5.289
8106978	4.681
8106986	8.950
8106999	5.830
8107005	7.844
8107044	3.943
8107066	9.678
8107090	5.941
8107092	1.976
8107094	4.878
8107096	6.900
8107098	2.795
8107100	7.384
8107109	4.608
8107111	2.211
8107113	2.214
8107115	3.977
8107117	3.605
8107119	6.151
8107125	3.390
8107127	3.657
8107129	3.391
8107131	2.809
8107133	8.547
8107162	2.970
8107164	8.139
8107194	7.963
8107198	3.229
8107200	2.872
8107202	2.600
8107204	7.227
8107206	2.899
8107208	7.385
8107232	4.330
8107234	8.400
8107259	8.698
8107270	2.850
8107282	6.791
8107307	8.636
8107321	6.759
8107326	3.891
8107328	4.234
8107330	8.826
8107348	6.200
8107350	6.902
8107353	6.479
8107356	6.658
8107373	4.442
8107375	7.531
8107406	5.287
8107408	6.243
8107421	9.146
8107429	3.080
8107458	6.763
8107468	4.353
8107470	11.797
8107472	3.359
8107474	8.036
8107518	6.834
8107520	3.633
8107530	3.430
8107532	8.625
8107554	4.101
8107563	5.313
8107574	2.709
8107576	3.049
8107578	7.204
8107591	3.763
8107594	5.290
8107613	9.174
8107632	6.795
8107644	4.594
8107646	4.469
8107655	7.516
8107671	5.047
8107673	8.638
8107691	7.060
8107702	3.034
8107706	4.428
8107720	3.040
8107722	8.081
8107750	7.533
8107764	6.672
8107769	9.148
8107798	4.721
8107814	6.873
8107823	5.774
8107847	2.859
8107850	5.532
8107855	6.636
8107857	5.236
8107859	6.712
8107868	9.891
8107878	3.247
8107887	2.688
8107897	5.179
8107909	5.433
8107920	6.084
8107934	6.303
8107940	2.776
8107942	8.432
8107970	3.429
8107977	2.489
8107985	4.886
8107992	7.051
8107996	4.956
8107998	7.619
8108006	4.353
8108013	4.861
8108015	8.291
8108040	3.566
8108050	4.424
8108066	7.545
8108078	2.769
8108080	7.419
8108099	7.372
8108127	7.552
8108134	7.536
8108161	3.987
8108163	8.638
8108166	7.762
8108174	4.814
8108180	6.130
8108182	4.343
8108192	4.193
8108199	6.535
8108205	2.906
8108217	4.834
8108238	7.239
8108251	3.675
8108256	5.821
8108267	2.913
8108287	4.470
8108299	2.225
8108301	2.891
8108321	7.074
8108330	7.862
8108359	8.899
8108370	8.780
8108376	4.283
8108378	8.456
8108399	5.056
8108401	2.577
8108403	9.186
8108420	4.329
8108422	5.118
8108424	9.980
8108433	2.340
8108435	9.044
8108447	9.731
8108453	7.927
8108470	4.326
8108472	10.142
8108475	7.105
8108478	7.425
8108483	4.622
8108510	7.369
8108558	8.456
8108566	2.410
8108568	7.126
8108579	6.206
8108593	5.503
8108603	6.290
8108620	8.257
8108627	6.131
8108629	3.439
8108631	4.001
8108633	5.483
8108679	3.611
8108683	7.394
8108688	6.622
8108693	6.178
8108697	8.072
8108703	5.211
8108706	5.886
8108708	5.940
8108713	4.622
8108716	6.430
8108720	8.066
8108724	6.630
8108729	6.177
8108733	6.110
8108737	7.139
8108744	8.565
8108749	7.479
8108753	6.743
8108757	6.490
8108820	5.625
8108822	6.356
8108832	7.215
8108847	9.474
8108861	9.954
8108873	9.056
8108900	4.586
8108903	3.980
8108905	8.932
8108912	5.264
8108927	7.575
8108949	4.072
8108954	8.004
8108977	3.924
8108979	3.758
8108981	5.058
8108995	3.064
8109001	3.161
8109039	2.663
8109044	2.860
8109049	2.442
8109057	2.968
8109062	7.301
8109086	5.419
8109093	8.107
8109120	4.704
8109141	7.807
8109149	8.414
8109157	3.429
8109159	3.808
8109161	7.011
8109177	3.245
8109179	6.249
8109194	4.842
8109201	7.344
8109222	9.632
8109226	4.925
8109236	7.436
8109254	6.627
8109283	8.939
8109303	2.621
8109305	5.866
8109315	4.640
8109326	4.534
8109333	7.343
8109344	8.614
8109350	8.591
8109368	8.211
8109383	9.682
8109401	3.118
8109403	7.289
8109407	7.288
8109424	4.460
8109426	4.829
8109428	7.219
8109436	3.542
8109438	9.467
8109462	7.532
8109475	4.735
8109484	3.208
8109486	3.631
8109490	5.882
8109503	2.593
8109505	3.885
8109507	3.476
8109526	2.530
8109528	10.747
8109563	6.343
8109570	2.193
8109572	3.186
8109576	4.929
8109585	5.319
8109591	2.280
8109593	3.478
8109595	4.073
8109597	8.258
8109610	3.351
8109612	7.634
8109618	2.411
8109620	7.149
8109629	7.537
8109637	3.066
8109639	4.376
8109649	2.362
8109651	3.041
8109661	3.101
8109663	10.914
8109677	11.356
8109693	3.834
8109695	2.109
8109697	8.101
8109712	3.216
8109732	7.106
8109746	5.260
8109748	3.473
8109750	10.216
8109752	8.258
8109773	7.194
8109802	7.042
8109819	7.892
8109821	12.021
8109824	2.570
8109826	2.373
8109828	2.346
8109830	6.722
8109843	5.224
8109901	4.594
8109908	3.484
8109912	8.881
8109926	4.130
8109938	5.313
8109967	3.282
8109969	3.637
8109973	2.419
8109975	3.768
8109981	5.002
8109990	3.623
8109995	2.746
8109999	7.634
8110018	4.480
8110022	9.748
8110032	8.613
8110043	4.893
8110055	8.815
8110068	3.202
8110074	9.296
8110084	4.735
8110090	8.236
8110104	3.895
8110106	5.950
8110112	4.762
8110114	7.938
8110123	7.535
8110147	6.322
8110158	6.643
8110166	9.179
8110169	8.338
8110183	4.326
8110216	3.217
8110218	5.459
8110224	6.913
8110237	8.396
8110253	6.563
8110265	3.948
8110289	7.556
8110318	9.766
8110327	6.205
8110347	4.038
8110362	6.597
8110382	6.072
8110392	6.776
8110399	6.759
8110408	6.135
8110415	7.862
8110417	7.399
8110427	5.507
8110430	4.400
8110437	7.205
8110450	8.919
8110461	4.467
8110463	6.268
8110472	6.348
8110478	6.565
8110486	5.079
8110491	4.755
8110499	7.359
8110518	3.913
8110520	3.709
8110522	11.016
8110546	6.279
8110562	4.928
8110569	8.108
8110585	2.639
8110587	2.390
8110589	6.982
8110604	3.917
8110606	3.191
8110616	2.604
8110618	9.298
8110620	2.480
8110629	2.870
8110631	5.581
8110647	3.202
8110649	6.776
8110666	6.091
8110668	6.966
8110670	8.762
8110672	5.287
8110674	3.205
8110676	3.273
8110678	7.045
8110681	4.931
8110685	5.767
8110688	4.330
8110706	3.490
8110708	9.777
8110721	5.663
8110734	6.930
8110755	5.247
8110783	4.641
8110803	7.017
8110821	4.816
8110841	7.525
8110858	7.350
8110861	7.971
8110865	3.707
8110872	5.057
8110880	2.180
8110882	5.559
8110886	7.159
8110894	7.258
8110914	10.288
8110916	6.887
8110920	5.364
8110928	2.137
8110930	3.310
8110932	8.031
8110960	3.254
8110966	6.562
8110971	6.997
8110980	3.151
8110982	8.570
8110990	10.575
8111017	2.941
8111019	3.957
8111099	5.994
8111101	8.951
8111118	3.174
8111122	3.033
8111124	4.046
8111127	5.528
8111129	6.327
8111136	8.596
8111151	3.577
8111153	6.102
8111197	3.286
8111199	3.330
8111201	3.661
8111203	7.210
8111210	9.741
8111212	2.956
8111214	3.797
8111216	5.819
8111218	2.722
8111220	8.838
8111234	7.506
8111251	2.833
8111253	3.039
8111255	9.025
8111269	2.271
8111271	8.164
8111284	3.977
8111286	7.720
8111327	2.564
8111331	8.449
8111339	8.234
8111358	4.328
8111360	9.789
8111385	2.568
8111387	3.913
8111415	2.239
8111417	3.805
8111430	7.079
8111443	6.266
8111455	9.738
8111457	6.568
8111474	3.277
8111490	4.225
8111506	3.230
8111512	3.075
8111524	3.682
8111533	8.660
8111552	7.709
8111569	8.724
8111584	7.297
8111627	3.987
8111629	7.843
8111666	4.515
8111668	3.499
8111670	4.665
8111677	9.207
8111698	8.476
8111739	5.431
8111757	3.053
8111772	6.661
8111788	7.002
8111796	7.709
8111812	6.036
8111814	7.385
8111821	3.198
8111864	2.643
8111885	3.321
8111887	6.255
8111892	8.992
8111913	3.935
8111915	9.660
8111922	4.909
8111925	4.040
8111930	3.959
8111932	5.047
8111941	8.824
8111952	5.161
8111960	4.009
8111974	7.337
8111989	4.973
8111991	2.522
8111993	3.390
8111998	10.695
8112007	5.446
8112014	2.822
8112016	2.429
8112018	3.429
8112020	8.365
8112033	7.136
8112041	4.751
8112043	4.537
8112045	2.823
8112053	2.987
8112070	5.740
8112072	4.971
8112081	7.387
8112107	8.086
8112121	6.915
8112139	9.481
8112157	2.555
8112159	4.563
8112174	4.360
8112176	6.241
8112178	3.208
8112180	3.331
8112182	7.019
8112196	2.366
8112198	2.830
8112202	8.083
8112220	7.757
8112256	4.070
8112258	6.707
8112260	3.976
8112274	7.727
8112285	4.511
8112302	5.894
8112306	2.835
8112310	2.819
8112312	6.895
8112327	7.921
8112329	2.327
8112331	9.758
8112333	6.111
8112335	4.574
8112337	6.681
8112342	3.645
8112376	3.405
8112388	7.755
8112407	4.271
8112409	8.852
8112422	3.268
8112424	2.489
8112426	2.505
8112428	3.946
8112433	3.990
8112435	5.820
8112437	2.591
8112439	5.976
8112458	6.685
8112469	10.479
8112476	5.634
8112478	8.470
8112491	9.357
8112519	5.477
8112521	8.202
8112538	6.503
8112558	9.774
8112560	11.226
8112564	10.486
8112570	7.824
8112582	4.100
8112584	5.003
8112592	3.611
8112596	5.895
8112607	2.333
8112609	2.838
8112611	2.785
8112613	4.826
8112615	10.012
8112622	6.849
8112647	2.380
8112649	8.223
8112664	2.303
8112666	3.433
8112668	5.909
8112672	3.722
8112687	7.731
8112709	6.958
8112724	4.698
8112726	2.991
8112728	7.339
8112731	2.994
8112738	4.657
8112740	6.804
8112746	8.851
8112761	2.842
8112763	3.754
8112767	8.305
8112772	7.404
8112801	3.115
8112803	6.653
8112807	6.630
8112822	4.671
8112841	8.324
8112855	2.407
8112857	7.335
8112865	8.619
8112881	3.366
8112883	6.444
8112886	2.804
8112888	3.349
8112890	7.337
8112892	7.638
8112894	6.080
8112896	3.170
8112902	6.727
8112914	9.348
8112916	13.166
8112918	6.238
8112920	3.256
8112940	10.088
8112959	5.015
8112961	9.735
8112967	7.758
8112971	5.059
8112980	11.070
8112994	4.973
8112996	3.038
8112998	6.026
8113003	5.093
8113006	3.102
8113008	5.192
8113010	7.807
8113023	8.542
8113035	3.221
8113037	6.857
8113039	11.110
8113050	5.607
8113059	6.379
8113064	7.338
8113071	4.139
8113073	8.806
8113083	7.955
8113094	5.512
8113097	7.196
8113103	7.753
8113113	4.545
8113120	7.222
8113122	2.562
8113124	3.478
8113130	8.430
8113157	8.088
8113202	2.898
8113214	7.955
8113220	8.392
8113232	2.587
8113234	8.869
8113250	6.910
8113274	2.758
8113276	2.187
8113278	7.455
8113286	6.511
8113299	3.044
8113301	2.912
8113303	2.105
8113305	6.368
8113342	2.385
8113344	4.929
8113346	3.720
8113348	5.075
8113350	2.211
8113352	2.199
8113354	2.608
8113356	3.389
8113358	5.525
8113367	3.249
8113369	4.653
8113385	2.585
8113403	5.643
8113413	6.416
8113421	3.657
8113427	2.495
8113429	2.769
8113431	2.892
8113433	8.672
8113443	4.170
8113445	7.020
8113467	5.056
8113469	10.482
8113481	3.619
8113483	7.729
8113489	5.054
8113491	6.890
8113502	4.007
8113504	9.192
8113512	6.028
8113542	11.294
8113551	6.493
8113573	4.556
8113577	7.148
8113591	6.575
8113602	5.454
8113614	4.112
8113616	7.659
8113623	6.745
8113639	2.780
8113641	7.288
8113651	6.811
8113658	4.136
8113660	7.085
8113664	3.237
8113666	8.884
8113689	2.939
8113691	6.726
8113699	4.670
8113701	3.916
8113703	2.549
8113705	2.610
8113707	2.414
8113709	3.500
8113717	2.910
8113724	3.534
8113726	4.605
8113733	7.071
8113759	2.379
8113761	7.736
8113771	4.388
8113773	7.475
8113782	2.245
8113784	4.209
8113786	2.922
8113788	2.527
8113790	6.463
8113796	4.912
8113800	3.614
8113871	2.367
8113873	7.289
8113879	5.723
8113881	7.501
8113914	8.676
8113936	6.172
8113938	8.229
8113981	6.940
8114002	3.589
8114006	6.404
8114010	4.085
8114023	2.668
8114030	9.032
8114050	9.888
8114068	6.478
8114080	4.371
8114083	9.053
8114111	4.471
8114113	4.210
8114119	7.883
8114136	2.657
8114138	6.938
8114145	7.332
8114152	8.230
8114158	9.981
8114171	4.598
8114185	6.323
8114191	3.082
8114193	8.422
8114203	2.730
8114205	2.305
8114207	4.929
8114209	4.102
8114211	8.256
8114213	3.368
8114215	4.260
8114225	8.407
8114239	4.056
8114245	4.364
8114249	8.734
8114256	3.125
8114263	3.016
8114270	3.569
8114273	3.000
8114285	2.854
8114287	9.959
8114300	7.491
8114320	7.770
8114326	8.318
8114352	2.214
8114354	7.692
8114363	4.890
8114365	6.965
8114396	6.802
8114415	3.739
8114425	3.164
8114443	6.102
8114455	9.312
8114468	3.468
8114470	9.590
8114476	6.298
8114489	3.776
8114491	4.755
8114511	3.765
8114518	4.320
8114526	8.559
8114536	5.267
8114546	4.427
8114548	2.553
8114550	6.365
8114567	9.178
8114572	7.312
8114579	2.594
8114581	2.266
8114583	5.933
8114593	8.745
8114612	6.334
8114618	8.536
8114625	5.879
8114628	9.475
8114643	4.780
8114645	4.505
8114647	3.953
8114653	6.541
8114658	6.518
8114691	8.287
8114709	5.245
8114733	5.075
8114767	8.307
8114778	8.309
8114780	3.958
8114787	7.409
8114797	6.646
8114805	9.378
8114812	3.243
8114814	7.694
8114829	7.820
8114843	4.619
8114845	4.898
8114856	4.625
8114861	8.106
8114896	4.023
8114898	9.872
8114900	9.441
8114918	4.425
8114920	8.007
8114938	8.229
8114964	3.052
8114970	2.925
8114977	6.471
8114991	7.322
8115010	2.488
8115012	3.139
8115014	4.817
8115022	7.641
8115037	2.231
8115039	3.937
8115041	3.227
8115064	2.984
8115066	2.784
8115068	4.070
8115074	2.315
8115076	7.230
8115099	7.277
8115122	11.893
8115144	4.195
8115147	8.786
8115158	9.712
8115164	3.390
8115166	3.457
8115168	7.573
8115181	8.757
8115196	4.034
8115205	3.164
8115210	6.332
8115234	11.217
8115261	5.103
8115274	3.035
8115287	3.224
8115300	2.914
8115302	3.352
8115327	9.785
8115340	2.243
8115342	2.269
8115344	3.662
8115346	7.246
8115355	3.953
8115366	2.331
8115368	5.316
8115375	5.383
8115391	3.430
8115395	2.807
8115397	9.404
8115410	6.347
8115441	2.526
8115443	3.017
8115445	4.053
8115455	3.875
8115464	5.669
8115476	6.935
8115481	2.931
8115487	7.015
8115490	6.327
8115516	3.810
8115524	8.912
8115541	2.564
8115543	5.389
8115562	7.331
8115570	3.598
8115580	6.842
8115584	4.865
8115594	5.840
8115600	5.586
8115606	7.620
8115623	7.480
8115651	9.878
8115664	4.536
8115666	5.941
8115673	2.989
8115675	2.415
8115677	2.559
8115679	2.863
8115681	8.088
8115689	2.922
8115691	8.144
8115730	3.502
8115732	6.470
8115734	6.718
8115756	4.914
8115765	8.433
8115783	5.348
8115806	6.495
8115812	4.794
8115814	7.569
8115828	2.577
8115831	8.527
8115836	2.148
8115838	3.631
8115840	5.471
8115847	7.820
8115849	4.887
8115851	3.597
8115863	2.643
8115865	7.677
8115871	4.907
8115873	4.878
8115875	6.066
8115884	6.541
8115886	6.045
8115895	8.939
8115907	5.239
8115918	8.567
8115927	6.974
8115939	4.930
8115941	5.832
8115948	10.864
8115957	3.991
8115978	5.727
8115997	7.751
8116012	5.756
8116020	9.981
8116031	4.134
8116033	4.554
8116051	7.403
8116070	5.293
8116086	5.205
8116096	8.870
8116113	6.420
8116128	5.404
8116130	7.555
8116162	5.385
8116168	6.789
8116174	2.602
8116177	6.170
8116195	5.507
8116227	7.150
8116245	6.908
8116247	6.076
8116253	3.755
8116272	5.698
8116295	2.353
8116297	8.202
8116313	3.877
8116316	6.400
8116335	6.822
8116346	5.670
8116348	8.291
8116372	9.051
8116384	6.178
8116400	4.635
8116402	9.702
8116418	7.087
8116439	4.192
8116445	4.223
8116479	3.199
8116482	3.365
8116484	5.343
8116494	6.229
8116500	3.539
8116502	4.149
8116504	4.142
8116520	10.694
8116530	5.210
8116532	8.195
8116534	6.616
8116537	3.165
8116545	3.359
8116548	7.187
8116559	3.911
8116571	5.964
8116573	3.186
8116577	3.059
8116579	5.388
8116582	5.423
8116585	6.097
8116589	2.994
8116591	5.725
8116593	4.755
8116595	7.546
8116607	6.255
8116610	7.995
8116620	4.429
8116622	6.109
8116635	6.850
8116649	7.437
8116651	8.275
8116653	7.437
8116655	5.785
8116658	6.790
8116662	2.776
8116664	7.331
8116696	3.141
8116707	3.267
8116710	6.912
8116722	4.226
8116724	7.277
8116734	4.719
8116740	5.078
8116760	6.363
8116780	4.376
8116807	6.141
8116818	5.798
8116827	3.017
8116829	2.186
8116831	3.583
8116835	3.762
8116846	3.221
8116848	6.823
8116859	9.741
8116867	10.170
8116874	4.177
8116904	3.413
8116906	2.624
8116908	2.994
8116910	8.153
8116921	5.332
8116929	10.821
8116932	9.167
8116952	6.750
8116954	2.283
8116956	7.070
8116969	7.937
8116980	7.071
8116983	6.404
8116992	3.818
8116994	3.620
8116996	3.883
8116998	7.389
8117018	4.542
8117020	6.944
8117032	2.928
8117034	6.591
8117045	5.334
8117054	11.009
8117071	8.035
8117077	3.041
8117079	4.855
8117081	6.458
8117106	6.366
8117118	3.849
8117120	5.722
8117126	2.230
8117128	5.456
8117138	2.689
8117140	6.908
8117161	3.829
8117165	5.351
8117170	2.975
8117172	4.652
8117176	4.063
8117178	9.380
8117187	3.874
8117189	3.308
8117192	2.182
